"placa;fecha;hora;ingreso;;;;;;;;"
"WZO 405;19/03/2017;13:29:18;E;;;;;;;;"
"VZK 579;19/03/2017;13:32:04;E;;;;;;;;"
"YKI 292;19/03/2017;13:35:53;E;;;;;;;;"
"JNQ 811;19/03/2017;13:39:10;E;;;;;;;;"
"JRU 828;19/03/2017;13:44:54;E;;;;;;;;"
"HXB 230;19/03/2017;13:45:59;S;;;;;;;;"
"XDB 773;19/03/2017;13:48:30;S;;;;;;;;"
"EHK 462;19/03/2017;13:49:31;E;;;;;;;;"
"DWU 880;19/03/2017;13:55:37;E;;;;;;;;"
"TQQ 671;19/03/2017;13:57:07;E;;;;;;;;"
"ZIY 556;19/03/2017;14:02:41;E;;;;;;;;"
"YLS 478;19/03/2017;14:08:46;E;;;;;;;;"
"FDH 940;19/03/2017;14:12:32;S;;;;;;;;"
"SKD 239;19/03/2017;14:14:43;S;;;;;;;;"
"OQA 555;19/03/2017;14:21:43;E;;;;;;;;"
"DSF 369;19/03/2017;14:31:29;E;;;;;;;;"
"YCK 843;19/03/2017;14:32:34;E;;;;;;;;"
"WTY 194;19/03/2017;14:40:07;E;;;;;;;;"
"EZX 859;19/03/2017;14:40:18;E;;;;;;;;"
"VQE 755;19/03/2017;14:46:06;E;;;;;;;;"
"EHK 462;19/03/2017;14:49:23;S;;;;;;;;"
"JNQ 811;19/03/2017;14:52:28;S;;;;;;;;"
"YJV 935;19/03/2017;14:57:57;E;;;;;;;;"
"IYV 850;19/03/2017;15:07:27;S;;;;;;;;"
"VQE 755;19/03/2017;15:15:20;E;;;;;;;;"
"JRU 828;19/03/2017;15:20:53;S;;;;;;;;"
"HQR 743;19/03/2017;15:22:28;E;;;;;;;;"
"MGC 138;19/03/2017;15:23:18;S;;;;;;;;"
"DKM 160;19/03/2017;15:26:00;S;;;;;;;;"
"SQQ 413;19/03/2017;15:35:48;E;;;;;;;;"
"YSN 106;19/03/2017;15:40:31;E;;;;;;;;"
"TXP 605;19/03/2017;15:57:03;S;;;;;;;;"
"SAB 625;19/03/2017;16:00:44;E;;;;;;;;"
"EBY 631;19/03/2017;16:01:32;S;;;;;;;;"
"UHT 350;19/03/2017;16:07:21;E;;;;;;;;"
"GES 145;19/03/2017;16:11:57;E;;;;;;;;"
"KFZ 247;19/03/2017;16:16:57;S;;;;;;;;"
"ACM 278;19/03/2017;16:26:29;S;;;;;;;;"
"ACM 278;19/03/2017;16:26:38;E;;;;;;;;"
"CDQ 206;19/03/2017;16:27:40;S;;;;;;;;"
"QAM 792;19/03/2017;16:36:45;S;;;;;;;;"
"UIF 284;19/03/2017;16:43:35;E;;;;;;;;"
"SZI 254;19/03/2017;17:13:41;S;;;;;;;;"
"DFE 069;19/03/2017;17:19:41;E;;;;;;;;"
"BMP 843;19/03/2017;17:19:52;S;;;;;;;;"
"ZIY 556;19/03/2017;17:21:48;S;;;;;;;;"
"QFC 454;19/03/2017;17:23:29;S;;;;;;;;"
"TZO 744;19/03/2017;17:23:37;S;;;;;;;;"
"ONR 203;19/03/2017;17:25:25;S;;;;;;;;"
"GTR 220;19/03/2017;17:34:44;S;;;;;;;;"
"DRY 452;19/03/2017;17:40:12;E;;;;;;;;"
"UIF 284;19/03/2017;17:43:06;S;;;;;;;;"
"TSG 878;19/03/2017;17:43:37;E;;;;;;;;"
"TPC 842;19/03/2017;17:47:17;E;;;;;;;;"
"OVY 139;19/03/2017;17:47:27;S;;;;;;;;"
"PZD 681;19/03/2017;17:51:37;E;;;;;;;;"
"TGF 490;19/03/2017;17:55:58;E;;;;;;;;"
"VHN 381;19/03/2017;17:58:14;S;;;;;;;;"
"QZK 454;19/03/2017;17:58:53;S;;;;;;;;"
"SFB 218;19/03/2017;18:00:23;E;;;;;;;;"
"OTX 623;19/03/2017;18:00:49;S;;;;;;;;"
"TXV 782;19/03/2017;18:09:58;E;;;;;;;;"
"TPC 842;19/03/2017;18:10:14;S;;;;;;;;"
"LIM 340;19/03/2017;18:15:26;S;;;;;;;;"
"QFF 087;19/03/2017;18:22:48;E;;;;;;;;"
"MMQ 542;19/03/2017;18:23:59;S;;;;;;;;"
"KLR 666;19/03/2017;18:30:52;S;;;;;;;;"
"AYO 287;19/03/2017;18:31:56;E;;;;;;;;"
"EVZ 811;19/03/2017;18:37:32;E;;;;;;;;"
"EGK 452;19/03/2017;18:41:54;S;;;;;;;;"
"VZS 799;19/03/2017;18:47:17;E;;;;;;;;"
"NVT 491;19/03/2017;18:49:04;S;;;;;;;;"
"KVK 097;19/03/2017;18:53:40;S;;;;;;;;"
"DTE 315;19/03/2017;18:55:23;E;;;;;;;;"
"ZEL 068;19/03/2017;19:01:50;E;;;;;;;;"
"QQK 436;19/03/2017;19:03:56;S;;;;;;;;"
"TZY 165;19/03/2017;19:05:22;S;;;;;;;;"
"SDN 296;19/03/2017;19:15:40;S;;;;;;;;"
"AEU 019;19/03/2017;19:16:52;E;;;;;;;;"
"NPS 183;19/03/2017;19:19:42;E;;;;;;;;"
"WOF 111;19/03/2017;19:21:04;E;;;;;;;;"
"OIJ 497;19/03/2017;19:21:25;E;;;;;;;;"
"YMO 673;19/03/2017;19:26:41;S;;;;;;;;"
"EZX 859;19/03/2017;19:27:29;S;;;;;;;;"
"CTP 368;19/03/2017;19:27:31;S;;;;;;;;"
"JVR 618;19/03/2017;19:42:08;E;;;;;;;;"
"TXV 782;19/03/2017;19:53:53;E;;;;;;;;"
"UJZ 532;19/03/2017;19:55:47;S;;;;;;;;"
"SAB 625;19/03/2017;19:59:21;S;;;;;;;;"
"ANH 847;19/03/2017;20:07:30;S;;;;;;;;"
"TUY 450;19/03/2017;20:09:32;S;;;;;;;;"
"WOF 111;19/03/2017;20:10:36;S;;;;;;;;"
"ONR 203;19/03/2017;20:11:22;E;;;;;;;;"
"TYW 307;19/03/2017;20:20:01;S;;;;;;;;"
"VJH 018;19/03/2017;20:30:46;S;;;;;;;;"
"TIA 999;19/03/2017;20:30:50;E;;;;;;;;"
"EOX 619;19/03/2017;20:32:10;E;;;;;;;;"
"SVU 636;19/03/2017;20:34:53;S;;;;;;;;"
"ZEL 068;19/03/2017;20:40:47;S;;;;;;;;"
"EGK 452;19/03/2017;20:41:48;E;;;;;;;;"
"EPV 185;19/03/2017;20:47:19;E;;;;;;;;"
"NBQ 836;19/03/2017;20:52:33;E;;;;;;;;"
"LDW 517;19/03/2017;20:53:42;S;;;;;;;;"
"IHB 077;19/03/2017;20:57:27;E;;;;;;;;"
"PJH 453;19/03/2017;20:58:42;E;;;;;;;;"
"HBP 527;19/03/2017;21:02:54;E;;;;;;;;"
"AYL 829;19/03/2017;21:05:44;E;;;;;;;;"
"VZS 187;19/03/2017;21:24:13;E;;;;;;;;"
"BFX 777;19/03/2017;21:31:38;E;;;;;;;;"
"WBV 417;19/03/2017;21:47:03;E;;;;;;;;"
"QYV 178;19/03/2017;21:50:38;E;;;;;;;;"
"FYK 606;19/03/2017;21:51:15;E;;;;;;;;"
"OTO 440;19/03/2017;21:56:43;E;;;;;;;;"
"ZBD 155;19/03/2017;21:59:42;E;;;;;;;;"
"AAN 581;19/03/2017;22:00:01;E;;;;;;;;"
"GKN 574;19/03/2017;22:00:33;S;;;;;;;;"
"XHJ 852;19/03/2017;22:02:37;E;;;;;;;;"
"SUH 465;19/03/2017;22:02:52;S;;;;;;;;"
"HLL 191;19/03/2017;22:03:39;E;;;;;;;;"
"FOV 605;19/03/2017;22:05:09;E;;;;;;;;"
"HPQ 307;19/03/2017;22:09:56;S;;;;;;;;"
"OJL 514;19/03/2017;22:11:10;S;;;;;;;;"
"KVK 097;19/03/2017;22:13:04;S;;;;;;;;"
"KKK 024;19/03/2017;22:18:09;E;;;;;;;;"
"EOO 349;19/03/2017;22:23:09;E;;;;;;;;"
"GGL 352;19/03/2017;22:24:53;S;;;;;;;;"
"ONR 203;19/03/2017;22:25:50;S;;;;;;;;"
"AKA 991;19/03/2017;22:31:50;E;;;;;;;;"
"HXP 178;19/03/2017;22:37:33;E;;;;;;;;"
"KLL 245;19/03/2017;22:50:54;E;;;;;;;;"
"SFB 218;19/03/2017;23:00:00;S;;;;;;;;"
"HAX 067;19/03/2017;23:05:30;E;;;;;;;;"
"JVR 618;19/03/2017;23:06:12;S;;;;;;;;"
"UYS 399;19/03/2017;23:19:04;E;;;;;;;;"
"XRM 991;19/03/2017;23:23:39;E;;;;;;;;"
"UWY 670;19/03/2017;23:24:47;E;;;;;;;;"
"JVR 618;19/03/2017;23:25:09;S;;;;;;;;"
"PGE 059;19/03/2017;23:27:23;E;;;;;;;;"
"DER 930;19/03/2017;23:30:04;E;;;;;;;;"
"DBF 586;19/03/2017;23:31:44;E;;;;;;;;"
"QQO 656;19/03/2017;23:33:31;S;;;;;;;;"
"FDH 940;19/03/2017;23:35:27;E;;;;;;;;"
"OIJ 497;19/03/2017;23:38:28;E;;;;;;;;"
"PGE 059;19/03/2017;23:40:39;S;;;;;;;;"
"DWU 880;19/03/2017;23:40:43;S;;;;;;;;"
"TQQ 671;19/03/2017;23:41:41;E;;;;;;;;"
"BCG 907;20/03/2017;00:01:50;S;;;;;;;;"
"NWD 971;20/03/2017;00:05:33;E;;;;;;;;"
"NBQ 836;20/03/2017;00:11:39;S;;;;;;;;"
"VVS 343;20/03/2017;00:14:10;E;;;;;;;;"
"BCG 907;20/03/2017;00:22:20;S;;;;;;;;"
"XRM 991;20/03/2017;00:29:03;S;;;;;;;;"
"NMV 908;20/03/2017;00:29:55;S;;;;;;;;"
"WRR 397;20/03/2017;00:30:51;E;;;;;;;;"
"SVX 760;20/03/2017;00:33:33;S;;;;;;;;"
"LTK 016;20/03/2017;00:36:19;S;;;;;;;;"
"ZZV 916;20/03/2017;00:36:42;S;;;;;;;;"
"LVR 540;20/03/2017;00:38:14;E;;;;;;;;"
"PBH 815;20/03/2017;00:38:45;E;;;;;;;;"
"FPY 876;20/03/2017;00:43:55;E;;;;;;;;"
"FQC 060;20/03/2017;00:44:39;S;;;;;;;;"
"VVD 146;20/03/2017;00:46:36;S;;;;;;;;"
"TKG 428;20/03/2017;00:48:37;S;;;;;;;;"
"YNB 388;20/03/2017;00:51:25;S;;;;;;;;"
"MXK 156;20/03/2017;00:58:58;E;;;;;;;;"
"UYS 399;20/03/2017;01:03:15;E;;;;;;;;"
"CZG 625;20/03/2017;01:03:52;E;;;;;;;;"
"MNW 195;20/03/2017;01:09:24;E;;;;;;;;"
"OIZ 414;20/03/2017;01:10:40;E;;;;;;;;"
"IZY 219;20/03/2017;01:11:27;S;;;;;;;;"
"KOS 747;20/03/2017;01:12:14;E;;;;;;;;"
"XSQ 105;20/03/2017;01:13:43;S;;;;;;;;"
"EZX 859;20/03/2017;01:15:22;S;;;;;;;;"
"QQO 656;20/03/2017;01:15:45;E;;;;;;;;"
"OAM 895;20/03/2017;01:17:36;S;;;;;;;;"
"MZY 077;20/03/2017;01:20:04;S;;;;;;;;"
"GXX 113;20/03/2017;01:23:24;S;;;;;;;;"
"EDK 148;20/03/2017;01:24:56;E;;;;;;;;"
"FXC 380;20/03/2017;01:28:33;S;;;;;;;;"
"LFB 946;20/03/2017;01:39:11;E;;;;;;;;"
"HLL 191;20/03/2017;01:39:18;E;;;;;;;;"
"PED 889;20/03/2017;01:41:21;E;;;;;;;;"
"ACT 852;20/03/2017;01:41:47;E;;;;;;;;"
"ATG 357;20/03/2017;01:42:12;E;;;;;;;;"
"AEU 019;20/03/2017;01:44:33;S;;;;;;;;"
"LDW 517;20/03/2017;01:46:56;E;;;;;;;;"
"JLY 830;20/03/2017;01:47:02;S;;;;;;;;"
"HGZ 635;20/03/2017;01:48:35;S;;;;;;;;"
"IZP 943;20/03/2017;01:55:05;E;;;;;;;;"
"OUR 492;20/03/2017;01:55:15;E;;;;;;;;"
"HUO 931;20/03/2017;02:05:57;S;;;;;;;;"
"HIK 390;20/03/2017;02:06:42;E;;;;;;;;"
"FMX 189;20/03/2017;02:08:15;E;;;;;;;;"
"EVZ 811;20/03/2017;02:09:02;S;;;;;;;;"
"YLS 478;20/03/2017;02:30:17;E;;;;;;;;"
"BKB 236;20/03/2017;02:30:23;E;;;;;;;;"
"KXE 272;20/03/2017;02:33:10;S;;;;;;;;"
"CDG 940;20/03/2017;02:33:58;E;;;;;;;;"
"TUA 458;20/03/2017;02:35:32;S;;;;;;;;"
"XDB 773;20/03/2017;02:41:14;E;;;;;;;;"
"JZJ 077;20/03/2017;02:52:03;S;;;;;;;;"
"UYS 399;20/03/2017;02:53:21;S;;;;;;;;"
"XEP 351;20/03/2017;03:00:12;E;;;;;;;;"
"SHO 225;20/03/2017;03:09:27;S;;;;;;;;"
"LFW 209;20/03/2017;03:14:21;E;;;;;;;;"
"UWY 670;20/03/2017;03:17:31;S;;;;;;;;"
"MNB 831;20/03/2017;03:21:03;S;;;;;;;;"
"AIY 336;20/03/2017;03:25:35;S;;;;;;;;"
"QNK 254;20/03/2017;03:28:01;S;;;;;;;;"
"KWK 965;20/03/2017;03:32:42;E;;;;;;;;"
"DBF 586;20/03/2017;03:35:14;S;;;;;;;;"
"FEQ 063;20/03/2017;03:35:25;E;;;;;;;;"
"KKK 024;20/03/2017;03:43:33;S;;;;;;;;"
"ENS 290;20/03/2017;03:49:56;E;;;;;;;;"
"KUF 089;20/03/2017;03:54:25;E;;;;;;;;"
"YXJ 408;20/03/2017;03:56:21;S;;;;;;;;"
"XDB 773;20/03/2017;04:00:10;E;;;;;;;;"
"PJH 453;20/03/2017;04:01:54;E;;;;;;;;"
"VZS 799;20/03/2017;04:08:15;S;;;;;;;;"
"FOV 342;20/03/2017;04:09:31;E;;;;;;;;"
"AEU 019;20/03/2017;04:12:19;S;;;;;;;;"
"QAM 792;20/03/2017;04:21:21;S;;;;;;;;"
"QOH 593;20/03/2017;04:23:42;E;;;;;;;;"
"XFZ 631;20/03/2017;04:26:29;E;;;;;;;;"
"YKT 457;20/03/2017;04:30:39;E;;;;;;;;"
"KWK 965;20/03/2017;04:32:12;S;;;;;;;;"
"TXV 782;20/03/2017;04:32:56;S;;;;;;;;"
"YCK 843;20/03/2017;04:33:31;S;;;;;;;;"
"HAX 067;20/03/2017;04:37:01;S;;;;;;;;"
"ZBD 155;20/03/2017;04:43:35;S;;;;;;;;"
"PGE 059;20/03/2017;04:50:51;S;;;;;;;;"
"VZK 579;20/03/2017;05:08:54;S;;;;;;;;"
"PZD 681;20/03/2017;05:25:23;S;;;;;;;;"
"TII 913;20/03/2017;05:31:08;S;;;;;;;;"
"YCK 843;20/03/2017;05:40:36;S;;;;;;;;"
"ZFS 420;20/03/2017;05:50:42;E;;;;;;;;"
"ZRJ 060;20/03/2017;05:55:02;S;;;;;;;;"
"ZCG 515;20/03/2017;06:09:01;E;;;;;;;;"
"ATG 357;20/03/2017;06:12:26;S;;;;;;;;"
"OQA 555;20/03/2017;06:21:11;E;;;;;;;;"
"YLS 478;20/03/2017;06:27:14;S;;;;;;;;"
"RXK 857;20/03/2017;06:59:33;E;;;;;;;;"
"OTC 178;20/03/2017;07:05:41;S;;;;;;;;"
"NWD 971;20/03/2017;07:08:18;E;;;;;;;;"
"WOF 111;20/03/2017;07:09:12;S;;;;;;;;"
"PBR 342;20/03/2017;07:18:33;E;;;;;;;;"
"AZX 325;20/03/2017;07:23:00;E;;;;;;;;"
"EUU 938;20/03/2017;07:26:45;E;;;;;;;;"
"XET 834;20/03/2017;07:29:39;E;;;;;;;;"
"NXN 472;20/03/2017;07:34:56;E;;;;;;;;"
"TYW 307;20/03/2017;07:38:29;E;;;;;;;;"
"WUG 433;20/03/2017;07:57:33;E;;;;;;;;"
"HLL 191;20/03/2017;07:58:12;S;;;;;;;;"
"SQQ 413;20/03/2017;08:01:54;S;;;;;;;;"
"EWO 133;20/03/2017;08:10:18;E;;;;;;;;"
"IHB 077;20/03/2017;08:14:01;S;;;;;;;;"
"ACT 852;20/03/2017;08:21:54;S;;;;;;;;"
"GEU 335;20/03/2017;08:24:40;E;;;;;;;;"
"FOV 605;20/03/2017;08:29:18;S;;;;;;;;"
"BKB 236;20/03/2017;08:29:56;S;;;;;;;;"
"FDH 940;20/03/2017;08:42:16;S;;;;;;;;"
"OIJ 497;20/03/2017;08:44:57;S;;;;;;;;"
"EWO 133;20/03/2017;08:46:30;S;;;;;;;;"
"PED 889;20/03/2017;08:52:19;E;;;;;;;;"
"EYD 558;20/03/2017;08:53:30;S;;;;;;;;"
"TLW 192;20/03/2017;08:56:50;E;;;;;;;;"
"HUO 931;20/03/2017;08:59:21;E;;;;;;;;"
"ZHW 957;20/03/2017;09:11:58;S;;;;;;;;"
"CDG 940;20/03/2017;09:12:27;E;;;;;;;;"
"QVH 155;20/03/2017;09:12:43;E;;;;;;;;"
"XQM 891;20/03/2017;09:17:07;E;;;;;;;;"
"QRH 325;20/03/2017;09:21:10;S;;;;;;;;"
"VVS 343;20/03/2017;09:23:13;S;;;;;;;;"
"TGM 277;20/03/2017;09:30:19;S;;;;;;;;"
"XAA 808;20/03/2017;09:33:16;E;;;;;;;;"
"HPZ 463;20/03/2017;09:36:34;E;;;;;;;;"
"EFA 768;20/03/2017;09:40:18;S;;;;;;;;"
"KOS 747;20/03/2017;09:44:54;S;;;;;;;;"
"KRW 525;20/03/2017;09:44:59;S;;;;;;;;"
"NKA 586;20/03/2017;09:51:30;S;;;;;;;;"
"RTY 482;20/03/2017;09:55:02;E;;;;;;;;"
"YCF 782;20/03/2017;09:55:21;E;;;;;;;;"
"ENS 290;20/03/2017;09:58:10;S;;;;;;;;"
"WFV 200;20/03/2017;10:06:50;S;;;;;;;;"
"KXE 272;20/03/2017;10:13:39;E;;;;;;;;"
"OET 911;20/03/2017;10:16:13;E;;;;;;;;"
"JZJ 077;20/03/2017;10:16:25;S;;;;;;;;"
"NLM 248;20/03/2017;10:17:10;E;;;;;;;;"
"MJM 968;20/03/2017;10:19:50;E;;;;;;;;"
"LYB 420;20/03/2017;10:33:00;S;;;;;;;;"
"QXF 973;20/03/2017;10:39:11;E;;;;;;;;"
"NZG 521;20/03/2017;10:39:40;E;;;;;;;;"
"TSG 878;20/03/2017;10:45:00;S;;;;;;;;"
"EVR 192;20/03/2017;10:46:30;S;;;;;;;;"
"AFF 630;20/03/2017;10:55:07;S;;;;;;;;"
"TXV 782;20/03/2017;10:57:17;S;;;;;;;;"
"AVK 022;20/03/2017;10:58:16;S;;;;;;;;"
"GNI 851;20/03/2017;11:00:14;E;;;;;;;;"
"WRR 550;20/03/2017;11:19:47;E;;;;;;;;"
"TSG 878;20/03/2017;11:22:36;S;;;;;;;;"
"XHJ 852;20/03/2017;11:28:42;S;;;;;;;;"
"VVS 343;20/03/2017;11:30:38;E;;;;;;;;"
"PZD 681;20/03/2017;11:34:43;E;;;;;;;;"
"PVN 139;20/03/2017;11:36:50;E;;;;;;;;"
"NXX 620;20/03/2017;11:40:45;S;;;;;;;;"
"FOX 859;20/03/2017;11:41:44;E;;;;;;;;"
"AAK 649;20/03/2017;11:42:34;E;;;;;;;;"
"SIA 696;20/03/2017;11:44:48;E;;;;;;;;"
"XAA 808;20/03/2017;11:47:47;S;;;;;;;;"
"XKP 495;20/03/2017;11:48:03;S;;;;;;;;"
"XFZ 631;20/03/2017;11:49:18;S;;;;;;;;"
"XQM 891;20/03/2017;11:52:26;S;;;;;;;;"
"OIJ 497;20/03/2017;11:52:34;S;;;;;;;;"
"WUG 433;20/03/2017;11:55:13;S;;;;;;;;"
"ZXU 875;20/03/2017;12:14:02;S;;;;;;;;"
"GQI 739;20/03/2017;12:14:58;E;;;;;;;;"
"TUA 458;20/03/2017;12:20:25;S;;;;;;;;"
"SPO 429;20/03/2017;12:27:13;S;;;;;;;;"
"HFI 362;20/03/2017;12:27:42;E;;;;;;;;"
"XEP 351;20/03/2017;12:31:14;S;;;;;;;;"
"YKT 457;20/03/2017;12:43:17;S;;;;;;;;"
"UQY 644;20/03/2017;12:48:10;S;;;;;;;;"
"RIZ 330;20/03/2017;12:49:42;E;;;;;;;;"
"EDK 148;20/03/2017;12:50:17;S;;;;;;;;"
"QLB 862;20/03/2017;12:50:19;E;;;;;;;;"
"DRY 452;20/03/2017;12:50:49;S;;;;;;;;"
"TIA 999;20/03/2017;12:53:16;S;;;;;;;;"
"TIG 006;20/03/2017;12:55:28;E;;;;;;;;"
"BYS 338;20/03/2017;12:57:13;E;;;;;;;;"
"CZG 625;20/03/2017;13:02:35;S;;;;;;;;"
"BJB 653;20/03/2017;13:03:39;E;;;;;;;;"
"KEM 227;20/03/2017;13:19:48;E;;;;;;;;"
"DML 827;20/03/2017;13:26:18;S;;;;;;;;"
"EVZ 811;20/03/2017;13:30:57;S;;;;;;;;"
"EPA 504;20/03/2017;13:31:24;S;;;;;;;;"
"VYW 308;20/03/2017;13:37:18;E;;;;;;;;"
"WRR 550;20/03/2017;13:50:58;S;;;;;;;;"
"RSD 123;20/03/2017;13:54:31;E;;;;;;;;"
"XEM 664;20/03/2017;13:54:38;E;;;;;;;;"
"OET 911;20/03/2017;13:55:45;S;;;;;;;;"
"QYV 178;20/03/2017;13:57:20;S;;;;;;;;"
"GRK 085;20/03/2017;14:03:38;E;;;;;;;;"
"BSV 761;20/03/2017;14:05:05;E;;;;;;;;"
"LOA 582;20/03/2017;14:07:15;E;;;;;;;;"
"GRK 085;20/03/2017;14:09:56;S;;;;;;;;"
"CAB 319;20/03/2017;14:12:55;E;;;;;;;;"
"AAN 581;20/03/2017;14:18:39;E;;;;;;;;"
"AGU 591;20/03/2017;14:20:05;S;;;;;;;;"
"XSM 354;20/03/2017;14:32:00;E;;;;;;;;"
"LYB 420;20/03/2017;14:37:30;E;;;;;;;;"
"HXP 178;20/03/2017;14:39:55;S;;;;;;;;"
"QUX 888;20/03/2017;14:40:42;E;;;;;;;;"
"QOH 593;20/03/2017;14:41:52;S;;;;;;;;"
"YSL 934;20/03/2017;14:43:09;E;;;;;;;;"
"PED 889;20/03/2017;14:45:41;S;;;;;;;;"
"AQM 623;20/03/2017;14:45:48;S;;;;;;;;"
"KXE 272;20/03/2017;14:48:54;S;;;;;;;;"
"IHB 077;20/03/2017;14:51:55;E;;;;;;;;"
"RCR 109;20/03/2017;14:53:13;E;;;;;;;;"
"NFQ 067;20/03/2017;15:02:07;S;;;;;;;;"
"OKX 921;20/03/2017;15:08:54;E;;;;;;;;"
"RSD 123;20/03/2017;15:09:19;S;;;;;;;;"
"DND 097;20/03/2017;15:10:51;S;;;;;;;;"
"EPV 185;20/03/2017;15:16:12;S;;;;;;;;"
"GES 145;20/03/2017;15:19:46;S;;;;;;;;"
"YKI 292;20/03/2017;15:22:11;S;;;;;;;;"
"AYO 452;20/03/2017;15:23:25;E;;;;;;;;"
"IAR 629;20/03/2017;15:26:53;E;;;;;;;;"
"WEX 387;20/03/2017;15:33:50;S;;;;;;;;"
"IUC 831;20/03/2017;15:34:45;S;;;;;;;;"
"IPM 718;20/03/2017;15:37:48;S;;;;;;;;"
"CUV 742;20/03/2017;15:39:31;E;;;;;;;;"
"TYW 307;20/03/2017;15:39:35;S;;;;;;;;"
"OAM 895;20/03/2017;15:41:05;E;;;;;;;;"
"QRH 325;20/03/2017;15:47:27;E;;;;;;;;"
"PPH 509;20/03/2017;15:50:43;E;;;;;;;;"
"IFP 939;20/03/2017;15:55:17;S;;;;;;;;"
"OQA 555;20/03/2017;15:58:44;S;;;;;;;;"
"KQN 688;20/03/2017;16:00:01;E;;;;;;;;"
"KOS 747;20/03/2017;16:00:30;E;;;;;;;;"
"NZS 572;20/03/2017;16:07:38;E;;;;;;;;"
"DON 342;20/03/2017;16:08:14;E;;;;;;;;"
"UYS 399;20/03/2017;16:23:30;S;;;;;;;;"
"MEQ 510;20/03/2017;16:26:00;S;;;;;;;;"
"IAT 728;20/03/2017;16:27:13;E;;;;;;;;"
"ILH 131;20/03/2017;16:31:39;E;;;;;;;;"
"GSX 351;20/03/2017;16:33:11;E;;;;;;;;"
"HQB 791;20/03/2017;16:37:05;E;;;;;;;;"
"HUO 931;20/03/2017;16:51:03;S;;;;;;;;"
"EOX 619;20/03/2017;16:58:41;S;;;;;;;;"
"MCK 039;20/03/2017;16:59:25;E;;;;;;;;"
"XEP 351;20/03/2017;17:01:35;E;;;;;;;;"
"IYV 850;20/03/2017;17:02:20;E;;;;;;;;"
"VQE 755;20/03/2017;17:02:51;S;;;;;;;;"
"VYW 308;20/03/2017;17:13:24;S;;;;;;;;"
"PPK 910;20/03/2017;17:14:44;E;;;;;;;;"
"XUC 884;20/03/2017;17:14:49;E;;;;;;;;"
"KVK 097;20/03/2017;17:14:57;S;;;;;;;;"
"WBV 417;20/03/2017;17:21:33;S;;;;;;;;"
"TTT 037;20/03/2017;17:29:47;E;;;;;;;;"
"XVD 384;20/03/2017;17:34:02;E;;;;;;;;"
"IWK 968;20/03/2017;17:37:29;E;;;;;;;;"
"RQG 355;20/03/2017;17:39:40;E;;;;;;;;"
"LOA 582;20/03/2017;17:41:00;S;;;;;;;;"
"BSV 761;20/03/2017;17:42:35;S;;;;;;;;"
"MGC 138;20/03/2017;17:42:54;E;;;;;;;;"
"LFW 209;20/03/2017;17:58:46;S;;;;;;;;"
"VSK 574;20/03/2017;18:04:48;E;;;;;;;;"
"UIF 284;20/03/2017;18:09:56;E;;;;;;;;"
"WTY 194;20/03/2017;18:16:40;S;;;;;;;;"
"RRH 435;20/03/2017;18:17:16;S;;;;;;;;"
"TIG 006;20/03/2017;18:21:41;S;;;;;;;;"
"YLS 478;20/03/2017;18:22:27;S;;;;;;;;"
"PYO 470;20/03/2017;18:24:13;E;;;;;;;;"
"DSF 369;20/03/2017;18:26:37;S;;;;;;;;"
"FYK 606;20/03/2017;18:28:07;S;;;;;;;;"
"VZS 187;20/03/2017;18:35:08;S;;;;;;;;"
"XWH 343;20/03/2017;18:44:42;E;;;;;;;;"
"TZA 529;20/03/2017;18:45:11;E;;;;;;;;"
"ZZM 107;20/03/2017;18:51:35;E;;;;;;;;"
"OWU 944;20/03/2017;18:52:26;E;;;;;;;;"
"BKB 236;20/03/2017;18:54:11;S;;;;;;;;"
"DIH 817;20/03/2017;18:56:12;E;;;;;;;;"
"ADC 800;20/03/2017;19:01:30;E;;;;;;;;"
"EUU 938;20/03/2017;19:04:04;S;;;;;;;;"
"RYY 139;20/03/2017;19:09:43;E;;;;;;;;"
"VVS 343;20/03/2017;19:11:19;S;;;;;;;;"
"FOV 605;20/03/2017;19:38:31;S;;;;;;;;"
"HLL 191;20/03/2017;19:41:18;S;;;;;;;;"
"KOS 747;20/03/2017;19:45:13;S;;;;;;;;"
"MZZ 370;20/03/2017;19:46:21;E;;;;;;;;"
"DER 930;20/03/2017;19:46:44;S;;;;;;;;"
"EHV 413;20/03/2017;19:54:11;E;;;;;;;;"
"XET 834;20/03/2017;19:54:14;S;;;;;;;;"
"LSJ 021;20/03/2017;19:54:50;E;;;;;;;;"
"WWV 413;20/03/2017;19:58:53;S;;;;;;;;"
"CUV 742;20/03/2017;19:59:01;S;;;;;;;;"
"DRY 452;20/03/2017;20:00:52;S;;;;;;;;"
"HPQ 307;20/03/2017;20:03:19;S;;;;;;;;"
"OQA 555;20/03/2017;20:05:06;E;;;;;;;;"
"TRG 840;20/03/2017;20:06:31;E;;;;;;;;"
"FMK 853;20/03/2017;20:08:03;E;;;;;;;;"
"DAQ 047;20/03/2017;20:13:20;E;;;;;;;;"
"CDQ 206;20/03/2017;20:27:16;E;;;;;;;;"
"GWX 913;20/03/2017;20:31:07;E;;;;;;;;"
"ZRU 965;20/03/2017;20:34:11;S;;;;;;;;"
"GSX 351;20/03/2017;20:36:23;S;;;;;;;;"
"MJM 968;20/03/2017;20:38:29;S;;;;;;;;"
"YTW 147;20/03/2017;20:44:05;E;;;;;;;;"
